condition,subject,seed,true_class,predicted_class,n_trials
Q6-E001,7,20260924,3,4,1
Q6-E001,7,20260924,4,1,75
Q6-E001,7,20260924,4,2,37
Q6-E001,7,20260924,4,3,13
Q6-E001,7,20260924,4,4,19
Q6-E001,7,20260925,1,1,31
Q6-E001,7,20260925,1,2,105
Q6-E001,7,20260925,1,3,7
Q6-E001,7,20260925,1,4,1
Q6-E001,7,20260925,2,1,26
Q6-E001,7,20260925,2,2,115
Q6-E001,7,20260925,2,3,3
Q6-E001,7,20260925,2,4,0
Q6-E001,7,20260925,3,1,26
Q6-E001,7,20260925,3,2,114
Q6-E001,7,20260925,3,3,4
Q6-E001,7,20260925,3,4,0
Q6-E001,7,20260925,4,1,33
Q6-E001,7,20260925,4,2,73
Q6-E001,7,20260925,4,3,27
Q6-E001,7,20260925,4,4,11
Q6-E001,7,20260926,1,1,68
Q6-E001,7,20260926,1,2,72
Q6-E001,7,20260926,1,3,3
Q6-E001,7,20260926,1,4,1
Q6-E001,7,20260926,2,1,61
Q6-E001,7,20260926,2,2,80
Q6-E001,7,20260926,2,3,3
Q6-E001,7,20260926,2,4,0
Q6-E001,7,20260926,3,1,43
Q6-E001,7,20260926,3,2,93
Q6-E001,7,20260926,3,3,8
Q6-E001,7,20260926,3,4,0
Q6-E001,7,20260926,4,1,66
Q6-E001,7,20260926,4,2,55
Q6-E001,7,20260926,4,3,17
Q6-E001,7,20260926,4,4,6
Q6-E001,8,20260924,1,1,116
Q6-E001,8,20260924,1,2,28
Q6-E001,8,20260924,1,3,0
Q6-E001,8,20260924,1,4,0
Q6-E001,8,20260924,2,1,112
Q6-E001,8,20260924,2,2,32
Q6-E001,8,20260924,2,3,0
Q6-E001,8,20260924,2,4,0
Q6-E001,8,20260924,3,1,107
Q6-E001,8,20260924,3,2,37
Q6-E001,8,20260924,3,3,0
Q6-E001,8,20260924,3,4,0
Q6-E001,8,20260924,4,1,89
Q6-E001,8,20260924,4,2,55
Q6-E001,8,20260924,4,3,0
Q6-E001,8,20260924,4,4,0
Q6-E001,8,20260925,1,1,141
Q6-E001,8,20260925,1,2,3
Q6-E001,8,20260925,1,3,0
Q6-E001,8,20260925,1,4,0
Q6-E001,8,20260925,2,1,138
Q6-E001,8,20260925,2,2,6
Q6-E001,8,20260925,2,3,0
Q6-E001,8,20260925,2,4,0
Q6-E001,8,20260925,3,1,140
Q6-E001,8,20260925,3,2,4
Q6-E001,8,20260925,3,3,0
Q6-E001,8,20260925,3,4,0
Q6-E001,8,20260925,4,1,127
Q6-E001,8,20260925,4,2,16
Q6-E001,8,20260925,4,3,1
Q6-E001,8,20260925,4,4,0
Q6-E001,8,20260926,1,1,132
Q6-E001,8,20260926,1,2,12
Q6-E001,8,20260926,1,3,0
Q6-E001,8,20260926,1,4,0
Q6-E001,8,20260926,2,1,134
Q6-E001,8,20260926,2,2,10
Q6-E001,8,20260926,2,3,0
Q6-E001,8,20260926,2,4,0
Q6-E001,8,20260926,3,1,135
Q6-E001,8,20260926,3,2,9
Q6-E001,8,20260926,3,3,0
Q6-E001,8,20260926,3,4,0
Q6-E001,8,20260926,4,1,123
Q6-E001,8,20260926,4,2,21
Q6-E001,8,20260926,4,3,0
Q6-E001,8,20260926,4,4,0
Q6-E001,9,20260924,1,1,59
Q6-E001,9,20260924,1,2,45
Q6-E001,9,20260924,1,3,12
Q6-E001,9,20260924,1,4,28
Q6-E001,9,20260924,2,1,1
Q6-E001,9,20260924,2,2,70
Q6-E001,9,20260924,2,3,11
Q6-E001,9,20260924,2,4,62
Q6-E001,9,20260924,3,1,5
Q6-E001,9,20260924,3,2,20
Q6-E001,9,20260924,3,3,21
Q6-E001,9,20260924,3,4,98
Q6-E001,9,20260924,4,1,1
Q6-E001,9,20260924,4,2,5
Q6-E001,9,20260924,4,3,2
Q6-E001,9,20260924,4,4,136
Q6-E001,9,20260925,1,1,60
Q6-E001,9,20260925,1,2,62
Q6-E001,9,20260925,1,3,10
Q6-E001,9,20260925,1,4,12
Q6-E001,9,20260925,2,1,4
Q6-E001,9,20260925,2,2,63
Q6-E001,9,20260925,2,3,22
Q6-E001,9,20260925,2,4,55
Q6-E001,9,20260925,3,1,4
Q6-E001,9,20260925,3,2,18
Q6-E001,9,20260925,3,3,36
Q6-E001,9,20260925,3,4,86
Q6-E001,9,20260925,4,1,1
Q6-E001,9,20260925,4,2,3
Q6-E001,9,20260925,4,3,7
Q6-E001,9,20260925,4,4,133
Q6-E001,9,20260926,1,1,80
Q6-E001,9,20260926,1,2,35
Q6-E001,9,20260926,1,3,16
Q6-E001,9,20260926,1,4,13
Q6-E001,9,20260926,2,1,3
Q6-E001,9,20260926,2,2,45
Q6-E001,9,20260926,2,3,26
Q6-E001,9,20260926,2,4,70
Q6-E001,9,20260926,3,1,3
Q6-E001,9,20260926,3,2,15
Q6-E001,9,20260926,3,3,16
Q6-E001,9,20260926,3,4,110
Q6-E001,9,20260926,4,1,0
Q6-E001,9,20260926,4,2,0
Q6-E001,9,20260926,4,3,5
Q6-E001,9,20260926,4,4,139
Q7-E001/B,3,20260924,1,1,144
Q7-E001/B,3,20260924,1,2,0
Q7-E001/B,3,20260924,1,3,0
Q7-E001/B,3,20260924,1,4,0
Q7-E001/B,3,20260924,2,1,136
Q7-E001/B,3,20260924,2,2,8
Q7-E001/B,3,20260924,2,3,0
Q7-E001/B,3,20260924,2,4,0
Q7-E001/B,3,20260924,3,1,142
Q7-E001/B,3,20260924,3,2,2
Q7-E001/B,3,20260924,3,3,0
Q7-E001/B,3,20260924,3,4,0
Q7-E001/B,3,20260924,4,1,142
Q7-E001/B,3,20260924,4,2,2
Q7-E001/B,3,20260924,4,3,0
Q7-E001/B,3,20260924,4,4,0
Q7-E001/B,3,20260925,1,1,143
Q7-E001/B,3,20260925,1,2,1
Q7-E001/B,3,20260925,1,3,0
Q7-E001/B,3,20260925,1,4,0
Q7-E001/B,3,20260925,2,1,141
Q7-E001/B,3,20260925,2,2,3
Q7-E001/B,3,20260925,2,3,0
Q7-E001/B,3,20260925,2,4,0
Q7-E001/B,3,20260925,3,1,142
Q7-E001/B,3,20260925,3,2,2
Q7-E001/B,3,20260925,3,3,0
Q7-E001/B,3,20260925,3,4,0
Q7-E001/B,3,20260925,4,1,141
Q7-E001/B,3,20260925,4,2,3
Q7-E001/B,3,20260925,4,3,0
Q7-E001/B,3,20260925,4,4,0
Q7-E001/B,3,20260926,1,1,142
Q7-E001/B,3,20260926,1,2,2
Q7-E001/B,3,20260926,1,3,0
Q7-E001/B,3,20260926,1,4,0
Q7-E001/B,3,20260926,2,1,140
Q7-E001/B,3,20260926,2,2,4
Q7-E001/B,3,20260926,2,3,0
Q7-E001/B,3,20260926,2,4,0
Q7-E001/B,3,20260926,3,1,140
Q7-E001/B,3,20260926,3,2,4
Q7-E001/B,3,20260926,3,3,0
Q7-E001/B,3,20260926,3,4,0
Q7-E001/B,3,20260926,4,1,132
Q7-E001/B,3,20260926,4,2,12
Q7-E001/B,3,20260926,4,3,0
Q7-E001/B,3,20260926,4,4,0
Q7-E001/C,3,20260924,1,1,102
Q7-E001/C,3,20260924,1,2,2
Q7-E001/C,3,20260924,1,3,11
Q7-E001/C,3,20260924,1,4,29
Q7-E001/C,3,20260924,2,1,9
Q7-E001/C,3,20260924,2,2,115
Q7-E001/C,3,20260924,2,3,4
Q7-E001/C,3,20260924,2,4,16
Q7-E001/C,3,20260924,3,1,21
Q7-E001/C,3,20260924,3,2,35
Q7-E001/C,3,20260924,3,3,57
Q7-E001/C,3,20260924,3,4,31
Q7-E001/C,3,20260924,4,1,6
Q7-E001/C,3,20260924,4,2,7
Q7-E001/C,3,20260924,4,3,17
Q7-E001/C,3,20260924,4,4,114
Q7-E001/C,3,20260925,1,1,83
Q7-E001/C,3,20260925,1,2,1
Q7-E001/C,3,20260925,1,3,7
Q7-E001/C,3,20260925,1,4,53
Q7-E001/C,3,20260925,2,1,14
Q7-E001/C,3,20260925,2,2,87
Q7-E001/C,3,20260925,2,3,4
Q7-E001/C,3,20260925,2,4,39
Q7-E001/C,3,20260925,3,1,12
Q7-E001/C,3,20260925,3,2,17
Q7-E001/C,3,20260925,3,3,56
Q7-E001/C,3,20260925,3,4,59
Q7-E001/C,3,20260925,4,1,0
Q7-E001/C,3,20260925,4,2,2
Q7-E001/C,3,20260925,4,3,8
Q7-E001/C,3,20260925,4,4,134
Q7-E001/C,3,20260926,1,1,120
Q7-E001/C,3,20260926,1,2,6
Q7-E001/C,3,20260926,1,3,10
Q7-E001/C,3,20260926,1,4,8
Q7-E001/C,3,20260926,2,1,9
Q7-E001/C,3,20260926,2,2,121
Q7-E001/C,3,20260926,2,3,5
Q7-E001/C,3,20260926,2,4,9
Q7-E001/C,3,20260926,3,1,16
Q7-E001/C,3,20260926,3,2,27
Q7-E001/C,3,20260926,3,3,83
Q7-E001/C,3,20260926,3,4,18
Q7-E001/C,3,20260926,4,1,7
Q7-E001/C,3,20260926,4,2,5
Q7-E001/C,3,20260926,4,3,34
Q7-E001/C,3,20260926,4,4,98
Q8-E001,1,20260924,1,1,129
Q8-E001,1,20260924,1,2,10
Q8-E001,1,20260924,1,3,4
Q8-E001,1,20260924,1,4,1
Q8-E001,1,20260924,2,1,60
Q8-E001,1,20260924,2,2,80
Q8-E001,1,20260924,2,3,4
Q8-E001,1,20260924,2,4,0
Q8-E001,1,20260924,3,1,36
Q8-E001,1,20260924,3,2,8
Q8-E001,1,20260924,3,3,93
Q8-E001,1,20260924,3,4,7
Q8-E001,1,20260924,4,1,43
Q8-E001,1,20260924,4,2,3
Q8-E001,1,20260924,4,3,90
Q8-E001,1,20260924,4,4,8
Q8-E001,1,20260925,1,1,117
Q8-E001,1,20260925,1,2,21
Q8-E001,1,20260925,1,3,2
Q8-E001,1,20260925,1,4,4
Q8-E001,1,20260925,2,1,32
Q8-E001,1,20260925,2,2,108
Q8-E001,1,20260925,2,3,3
Q8-E001,1,20260925,2,4,1
Q8-E001,1,20260925,3,1,38
Q8-E001,1,20260925,3,2,8
Q8-E001,1,20260925,3,3,61
Q8-E001,1,20260925,3,4,37
Q8-E001,1,20260925,4,1,41
Q8-E001,1,20260925,4,2,2
Q8-E001,1,20260925,4,3,61
Q8-E001,1,20260925,4,4,40
Q8-E001,1,20260926,1,1,105
Q8-E001,1,20260926,1,2,36
Q8-E001,1,20260926,1,3,3
Q8-E001,1,20260926,1,4,0
Q8-E001,1,20260926,2,1,2
Q8-E001,1,20260926,2,2,142
Q8-E001,1,20260926,2,3,0
Q8-E001,1,20260926,2,4,0
Q8-E001,1,20260926,3,1,40
Q8-E001,1,20260926,3,2,20
Q8-E001,1,20260926,3,3,73
Q8-E001,1,20260926,3,4,11
Q8-E001,1,20260926,4,1,49
Q8-E001,1,20260926,4,2,8
Q8-E001,1,20260926,4,3,58
Q8-E001,1,20260926,4,4,29
Q8-E001,2,20260924,1,1,129
Q8-E001,2,20260924,1,2,9
Q8-E001,2,20260924,1,3,6
Q8-E001,2,20260924,1,4,0
Q8-E001,2,20260924,2,1,118
Q8-E001,2,20260924,2,2,21
Q8-E001,2,20260924,2,3,5
Q8-E001,2,20260924,2,4,0
Q8-E001,2,20260924,3,1,121
Q8-E001,2,20260924,3,2,14
Q8-E001,2,20260924,3,3,6
Q8-E001,2,20260924,3,4,3
Q8-E001,2,20260924,4,1,127
Q8-E001,2,20260924,4,2,9
Q8-E001,2,20260924,4,3,7
Q8-E001,2,20260924,4,4,1
Q8-E001,2,20260925,1,1,23
Q8-E001,2,20260925,1,2,5
Q8-E001,2,20260925,1,3,116
Q8-E001,2,20260925,1,4,0
Q8-E001,2,20260925,2,1,12
Q8-E001,2,20260925,2,2,11
Q8-E001,2,20260925,2,3,121
Q8-E001,2,20260925,2,4,0
Q8-E001,2,20260925,3,1,17
Q8-E001,2,20260925,3,2,6
Q8-E001,2,20260925,3,3,113
Q8-E001,2,20260925,3,4,8
Q8-E001,2,20260925,4,1,17
Q8-E001,2,20260925,4,2,6
Q8-E001,2,20260925,4,3,116
Q8-E001,2,20260925,4,4,5
Q8-E001,2,20260926,1,1,93
Q8-E001,2,20260926,1,2,17
Q8-E001,2,20260926,1,3,34
Q8-E001,2,20260926,1,4,0
Q8-E001,2,20260926,2,1,78
Q8-E001,2,20260926,2,2,22
Q8-E001,2,20260926,2,3,44
Q8-E001,2,20260926,2,4,0
Q8-E001,2,20260926,3,1,69
Q8-E001,2,20260926,3,2,18
Q8-E001,2,20260926,3,3,56
Q8-E001,2,20260926,3,4,1
Q8-E001,2,20260926,4,1,79
Q8-E001,2,20260926,4,2,21
Q8-E001,2,20260926,4,3,43
Q8-E001,2,20260926,4,4,1
Q8-E001,3,20260924,1,1,87
Q8-E001,3,20260924,1,2,1
Q8-E001,3,20260924,1,3,29
Q8-E001,3,20260924,1,4,27
Q8-E001,3,20260924,2,1,9
Q8-E001,3,20260924,2,2,78
Q8-E001,3,20260924,2,3,36
Q8-E001,3,20260924,2,4,21
Q8-E001,3,20260924,3,1,10
Q8-E001,3,20260924,3,2,8
Q8-E001,3,20260924,3,3,111
Q8-E001,3,20260924,3,4,15
Q8-E001,3,20260924,4,1,0
Q8-E001,3,20260924,4,2,3
Q8-E001,3,20260924,4,3,59
Q8-E001,3,20260924,4,4,82
Q8-E001,3,20260925,1,1,83
Q8-E001,3,20260925,1,2,2
Q8-E001,3,20260925,1,3,3
Q8-E001,3,20260925,1,4,56
Q8-E001,3,20260925,2,1,12
Q8-E001,3,20260925,2,2,76
Q8-E001,3,20260925,2,3,5
Q8-E001,3,20260925,2,4,51
Q8-E001,3,20260925,3,1,19
Q8-E001,3,20260925,3,2,12
Q8-E001,3,20260925,3,3,46
Q8-E001,3,20260925,3,4,67
Q8-E001,3,20260925,4,1,1
Q8-E001,3,20260925,4,2,1
Q8-E001,3,20260925,4,3,2
Q8-E001,3,20260925,4,4,140
Q8-E001,3,20260926,1,1,51
Q8-E001,3,20260926,1,2,5
Q8-E001,3,20260926,1,3,30
Q8-E001,3,20260926,1,4,58
Q8-E001,3,20260926,2,1,4
Q8-E001,3,20260926,2,2,87
Q8-E001,3,20260926,2,3,23
Q8-E001,3,20260926,2,4,30
Q8-E001,3,20260926,3,1,1
Q8-E001,3,20260926,3,2,9
Q8-E001,3,20260926,3,3,92
Q8-E001,3,20260926,3,4,42
Q8-E001,3,20260926,4,1,0
Q8-E001,3,20260926,4,2,0
Q8-E001,3,20260926,4,3,25
Q8-E001,3,20260926,4,4,119
Q8-E001,4,20260924,1,1,41
Q8-E001,4,20260924,1,2,71
Q8-E001,4,20260924,1,3,32
Q8-E001,4,20260924,1,4,0
Q8-E001,4,20260924,2,1,12
Q8-E001,4,20260924,2,2,124
Q8-E001,4,20260924,2,3,8
Q8-E001,4,20260924,2,4,0
Q8-E001,4,20260924,3,1,43
Q8-E001,4,20260924,3,2,56
Q8-E001,4,20260924,3,3,27
Q8-E001,4,20260924,3,4,18
Q8-E001,4,20260924,4,1,17
Q8-E001,4,20260924,4,2,89
Q8-E001,4,20260924,4,3,22
Q8-E001,4,20260924,4,4,16
Q8-E001,4,20260925,1,1,15
Q8-E001,4,20260925,1,2,78
Q8-E001,4,20260925,1,3,51
Q8-E001,4,20260925,1,4,0
Q8-E001,4,20260925,2,1,5
Q8-E001,4,20260925,2,2,112
Q8-E001,4,20260925,2,3,27
Q8-E001,4,20260925,2,4,0
Q8-E001,4,20260925,3,1,20
Q8-E001,4,20260925,3,2,43
Q8-E001,4,20260925,3,3,73
Q8-E001,4,20260925,3,4,8
Q8-E001,4,20260925,4,1,6
Q8-E001,4,20260925,4,2,61
Q8-E001,4,20260925,4,3,71
Q8-E001,4,20260925,4,4,6
Q8-E001,4,20260926,1,1,2
Q8-E001,4,20260926,1,2,64
Q8-E001,4,20260926,1,3,64
Q8-E001,4,20260926,1,4,14
Q8-E001,4,20260926,2,1,0
Q8-E001,4,20260926,2,2,98
Q8-E001,4,20260926,2,3,42
Q8-E001,4,20260926,2,4,4
Q8-E001,4,20260926,3,1,3
Q8-E001,4,20260926,3,2,17
Q8-E001,4,20260926,3,3,84
Q8-E001,4,20260926,3,4,40
Q8-E001,4,20260926,4,1,1
Q8-E001,4,20260926,4,2,32
Q8-E001,4,20260926,4,3,71
Q8-E001,4,20260926,4,4,40
Q8-E001,5,20260924,1,1,86
Q8-E001,5,20260924,1,2,58
Q8-E001,5,20260924,1,3,0
Q8-E001,5,20260924,1,4,0
Q8-E001,5,20260924,2,1,88
Q8-E001,5,20260924,2,2,56
Q8-E001,5,20260924,2,3,0
Q8-E001,5,20260924,2,4,0
Q8-E001,5,20260924,3,1,96
Q8-E001,5,20260924,3,2,48
Q8-E001,5,20260924,3,3,0
Q8-E001,5,20260924,3,4,0
Q8-E001,5,20260924,4,1,95
Q8-E001,5,20260924,4,2,49
Q8-E001,5,20260924,4,3,0
Q8-E001,5,20260924,4,4,0
Q8-E001,5,20260925,1,1,64
Q8-E001,5,20260925,1,2,80
Q8-E001,5,20260925,1,3,0
Q8-E001,5,20260925,1,4,0
Q8-E001,5,20260925,2,1,62
Q8-E001,5,20260925,2,2,82
Q8-E001,5,20260925,2,3,0
Q8-E001,5,20260925,2,4,0
Q8-E001,5,20260925,3,1,66
Q8-E001,5,20260925,3,2,78
Q8-E001,5,20260925,3,3,0
Q8-E001,5,20260925,3,4,0
Q8-E001,5,20260925,4,1,60
Q8-E001,5,20260925,4,2,84
Q8-E001,5,20260925,4,3,0
Q8-E001,5,20260925,4,4,0
Q8-E001,5,20260926,1,1,135
Q8-E001,5,20260926,1,2,9
Q8-E001,5,20260926,1,3,0
Q8-E001,5,20260926,1,4,0
Q8-E001,5,20260926,2,1,134
Q8-E001,5,20260926,2,2,10
Q8-E001,5,20260926,2,3,0
Q8-E001,5,20260926,2,4,0
Q8-E001,5,20260926,3,1,135
Q8-E001,5,20260926,3,2,9
Q8-E001,5,20260926,3,3,0
Q8-E001,5,20260926,3,4,0
Q8-E001,5,20260926,4,1,129
Q8-E001,5,20260926,4,2,15
Q8-E001,5,20260926,4,3,0
Q8-E001,5,20260926,4,4,0
Q8-E001,6,20260924,1,1,5
Q8-E001,6,20260924,1,2,9
Q8-E001,6,20260924,1,3,78
Q8-E001,6,20260924,1,4,52
Q8-E001,6,20260924,2,1,2
Q8-E001,6,20260924,2,2,24
Q8-E001,6,20260924,2,3,67
Q8-E001,6,20260924,2,4,51
Q8-E001,6,20260924,3,1,4
Q8-E001,6,20260924,3,2,8
Q8-E001,6,20260924,3,3,62
Q8-E001,6,20260924,3,4,70
Q8-E001,6,20260924,4,1,0
Q8-E001,6,20260924,4,2,6
Q8-E001,6,20260924,4,3,76
Q8-E001,6,20260924,4,4,62
Q8-E001,6,20260925,1,1,9
Q8-E001,6,20260925,1,2,3
Q8-E001,6,20260925,1,3,42
Q8-E001,6,20260925,1,4,90
Q8-E001,6,20260925,2,1,5
Q8-E001,6,20260925,2,2,14
Q8-E001,6,20260925,2,3,26
Q8-E001,6,20260925,2,4,99
Q8-E001,6,20260925,3,1,5
Q8-E001,6,20260925,3,2,3
Q8-E001,6,20260925,3,3,19
Q8-E001,6,20260925,3,4,117
Q8-E001,6,20260925,4,1,5
Q8-E001,6,20260925,4,2,2
Q8-E001,6,20260925,4,3,18
Q8-E001,6,20260925,4,4,119
Q8-E001,6,20260926,1,1,23
Q8-E001,6,20260926,1,2,10
Q8-E001,6,20260926,1,3,92
Q8-E001,6,20260926,1,4,19
Q8-E001,6,20260926,2,1,6
Q8-E001,6,20260926,2,2,29
Q8-E001,6,20260926,2,3,91
Q8-E001,6,20260926,2,4,18
Q8-E001,6,20260926,3,1,6
Q8-E001,6,20260926,3,2,6
Q8-E001,6,20260926,3,3,90
Q8-E001,6,20260926,3,4,42
Q8-E001,6,20260926,4,1,5
Q8-E001,6,20260926,4,2,7
Q8-E001,6,20260926,4,3,95
Q8-E001,6,20260926,4,4,37
Q8-E001,7,20260924,1,1,85
Q8-E001,7,20260924,1,2,57
Q8-E001,7,20260924,1,3,0
Q8-E001,7,20260924,1,4,2
Q8-E001,7,20260924,2,1,74
Q8-E001,7,20260924,2,2,69
Q8-E001,7,20260924,2,3,0
Q8-E001,7,20260924,2,4,1
Q8-E001,7,20260924,3,1,77
Q8-E001,7,20260924,3,2,65
Q8-E001,7,20260924,3,3,2
Q8-E001,7,20260924,3,4,0
Q8-E001,7,20260924,4,1,77
Q8-E001,7,20260924,4,2,59
Q8-E001,7,20260924,4,3,1
Q8-E001,7,20260924,4,4,7
Q8-E001,7,20260925,1,1,55
Q8-E001,7,20260925,1,2,69
Q8-E001,7,20260925,1,3,9
Q8-E001,7,20260925,1,4,11
Q8-E001,7,20260925,2,1,57
Q8-E001,7,20260925,2,2,67
Q8-E001,7,20260925,2,3,9
Q8-E001,7,20260925,2,4,11
Q8-E001,7,20260925,3,1,50
Q8-E001,7,20260925,3,2,75
Q8-E001,7,20260925,3,3,10
Q8-E001,7,20260925,3,4,9
Q8-E001,7,20260925,4,1,52
Q8-E001,7,20260925,4,2,37
Q8-E001,7,20260925,4,3,7
Q8-E001,7,20260925,4,4,48
Q8-E001,7,20260926,1,1,77
Q8-E001,7,20260926,1,2,52
Q8-E001,7,20260926,1,3,3
Q8-E001,7,20260926,1,4,12
Q8-E001,7,20260926,2,1,72
Q8-E001,7,20260926,2,2,61
Q8-E001,7,20260926,2,3,0
Q8-E001,7,20260926,2,4,11
Q8-E001,7,20260926,3,1,76
Q8-E001,7,20260926,3,2,46
Q8-E001,7,20260926,3,3,6
Q8-E001,7,20260926,3,4,16
Q8-E001,7,20260926,4,1,71
Q8-E001,7,20260926,4,2,35
Q8-E001,7,20260926,4,3,1
Q8-E001,7,20260926,4,4,37
Q8-E001,8,20260924,1,1,94
Q8-E001,8,20260924,1,2,17
Q8-E001,8,20260924,1,3,11
Q8-E001,8,20260924,1,4,22
Q8-E001,8,20260924,2,1,1
Q8-E001,8,20260924,2,2,131
Q8-E001,8,20260924,2,3,4
Q8-E001,8,20260924,2,4,8
Q8-E001,8,20260924,3,1,5
Q8-E001,8,20260924,3,2,65
Q8-E001,8,20260924,3,3,47
Q8-E001,8,20260924,3,4,27
Q8-E001,8,20260924,4,1,1
Q8-E001,8,20260924,4,2,57
Q8-E001,8,20260924,4,3,7
Q8-E001,8,20260924,4,4,79
Q8-E001,8,20260925,1,1,78
Q8-E001,8,20260925,1,2,17
Q8-E001,8,20260925,1,3,25
Q8-E001,8,20260925,1,4,24
Q8-E001,8,20260925,2,1,1
Q8-E001,8,20260925,2,2,128
Q8-E001,8,20260925,2,3,5
Q8-E001,8,20260925,2,4,10
Q8-E001,8,20260925,3,1,5
Q8-E001,8,20260925,3,2,44
Q8-E001,8,20260925,3,3,78
Q8-E001,8,20260925,3,4,17
Q8-E001,8,20260925,4,1,1
Q8-E001,8,20260925,4,2,35
Q8-E001,8,20260925,4,3,22
Q8-E001,8,20260925,4,4,86
Q8-E001,8,20260926,1,1,97
Q8-E001,8,20260926,1,2,6
Q8-E001,8,20260926,1,3,24
Q8-E001,8,20260926,1,4,17
Q8-E001,8,20260926,2,1,1
Q8-E001,8,20260926,2,2,121
Q8-E001,8,20260926,2,3,13
Q8-E001,8,20260926,2,4,9
Q8-E001,8,20260926,3,1,8
Q8-E001,8,20260926,3,2,24
Q8-E001,8,20260926,3,3,92
Q8-E001,8,20260926,3,4,20
Q8-E001,8,20260926,4,1,3
Q8-E001,8,20260926,4,2,22
Q8-E001,8,20260926,4,3,19
Q8-E001,8,20260926,4,4,100
Q8-E001,9,20260924,1,1,80
Q8-E001,9,20260924,1,2,57
Q8-E001,9,20260924,1,3,3
Q8-E001,9,20260924,1,4,4
Q8-E001,9,20260924,2,1,9
Q8-E001,9,20260924,2,2,78
Q8-E001,9,20260924,2,3,33
Q8-E001,9,20260924,2,4,24
Q8-E001,9,20260924,3,1,22
Q8-E001,9,20260924,3,2,20
Q8-E001,9,20260924,3,3,59
Q8-E001,9,20260924,3,4,43
Q8-E001,9,20260924,4,1,11
Q8-E001,9,20260924,4,2,10
Q8-E001,9,20260924,4,3,30
Q8-E001,9,20260924,4,4,93
Q8-E001,9,20260925,1,1,80
Q8-E001,9,20260925,1,2,46
Q8-E001,9,20260925,1,3,9
Q8-E001,9,20260925,1,4,9
Q8-E001,9,20260925,2,1,5
Q8-E001,9,20260925,2,2,50
Q8-E001,9,20260925,2,3,37
Q8-E001,9,20260925,2,4,52
Q8-E001,9,20260925,3,1,10
Q8-E001,9,20260925,3,2,14
Q8-E001,9,20260925,3,3,43
Q8-E001,9,20260925,3,4,77
Q8-E001,9,20260925,4,1,3
Q8-E001,9,20260925,4,2,3
Q8-E001,9,20260925,4,3,9
Q8-E001,9,20260925,4,4,129
Q8-E001,9,20260926,1,1,59
Q8-E001,9,20260926,1,2,54
Q8-E001,9,20260926,1,3,12
Q8-E001,9,20260926,1,4,19
Q8-E001,9,20260926,2,1,1
Q8-E001,9,20260926,2,2,58
Q8-E001,9,20260926,2,3,20
Q8-E001,9,20260926,2,4,65
Q8-E001,9,20260926,3,1,1
Q8-E001,9,20260926,3,2,14
Q8-E001,9,20260926,3,3,30
Q8-E001,9,20260926,3,4,99
Q8-E001,9,20260926,4,1,0
Q8-E001,9,20260926,4,2,0
Q8-E001,9,20260926,4,3,4
Q8-E001,9,20260926,4,4,140
Q9-E001/BETA_13_30,1,20260924,1,1,115
Q9-E001/BETA_13_30,1,20260924,1,2,28
Q9-E001/BETA_13_30,1,20260924,1,3,1
Q9-E001/BETA_13_30,1,20260924,1,4,0
Q9-E001/BETA_13_30,1,20260924,2,1,95
Q9-E001/BETA_13_30,1,20260924,2,2,49
Q9-E001/BETA_13_30,1,20260924,2,3,0
Q9-E001/BETA_13_30,1,20260924,2,4,0
Q9-E001/BETA_13_30,1,20260924,3,1,63
Q9-E001/BETA_13_30,1,20260924,3,2,81
Q9-E001/BETA_13_30,1,20260924,3,3,0
Q9-E001/BETA_13_30,1,20260924,3,4,0
Q9-E001/BETA_13_30,1,20260924,4,1,73
Q9-E001/BETA_13_30,1,20260924,4,2,71
Q9-E001/BETA_13_30,1,20260924,4,3,0
Q9-E001/BETA_13_30,1,20260924,4,4,0
Q9-E001/BETA_13_30,1,20260925,1,1,140
Q9-E001/BETA_13_30,1,20260925,1,2,4
Q9-E001/BETA_13_30,1,20260925,1,3,0
Q9-E001/BETA_13_30,1,20260925,1,4,0
Q9-E001/BETA_13_30,1,20260925,2,1,139
Q9-E001/BETA_13_30,1,20260925,2,2,5
Q9-E001/BETA_13_30,1,20260925,2,3,0
Q9-E001/BETA_13_30,1,20260925,2,4,0
Q9-E001/BETA_13_30,1,20260925,3,1,114
Q9-E001/BETA_13_30,1,20260925,3,2,30
Q9-E001/BETA_13_30,1,20260925,3,3,0
Q9-E001/BETA_13_30,1,20260925,3,4,0
Q9-E001/BETA_13_30,1,20260925,4,1,112
Q9-E001/BETA_13_30,1,20260925,4,2,32
Q9-E001/BETA_13_30,1,20260925,4,3,0
Q9-E001/BETA_13_30,1,20260925,4,4,0
Q9-E001/BETA_13_30,1,20260926,1,1,125
Q9-E001/BETA_13_30,1,20260926,1,2,19
Q9-E001/BETA_13_30,1,20260926,1,3,0
Q9-E001/BETA_13_30,1,20260926,1,4,0
Q9-E001/BETA_13_30,1,20260926,2,1,93
Q9-E001/BETA_13_30,1,20260926,2,2,51
Q9-E001/BETA_13_30,1,20260926,2,3,0
Q9-E001/BETA_13_30,1,20260926,2,4,0
Q9-E001/BETA_13_30,1,20260926,3,1,86
Q9-E001/BETA_13_30,1,20260926,3,2,58
Q9-E001/BETA_13_30,1,20260926,3,3,0
Q9-E001/BETA_13_30,1,20260926,3,4,0
Q9-E001/BETA_13_30,1,20260926,4,1,90
