condition,subject,seed,dimension,stratum,n_trials,n_classes_present,balanced_accuracy_observed_classes,accuracy,recall_class_1,recall_class_2,recall_class_3,recall_class_4
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260926,session,1test,288,4,0.59375,0.59375,0.5694444444444444,0.9027777777777778,0.8888888888888888,0.013888888888888888
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260924,artifact,False,553,4,0.29947377501725325,0.30018083182640143,0.7971014492753623,0.20714285714285716,0.022222222222222223,0.17142857142857143
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260924,artifact,True,23,4,0.3611111111111111,0.34782608695652173,0.8333333333333334,0.5,0.1111111111111111,0.0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260924,session,0train,288,4,0.3055555555555555,0.3055555555555556,0.8194444444444444,0.20833333333333334,0.027777777777777776,0.16666666666666666
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260924,session,1test,288,4,0.2986111111111111,0.2986111111111111,0.7777777777777778,0.2222222222222222,0.027777777777777776,0.16666666666666666
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260925,artifact,False,553,4,0.2920404876926616,0.2911392405063291,0.2898550724637681,0.22142857142857142,0.3925925925925926,0.2642857142857143
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260925,artifact,True,23,4,0.2638888888888889,0.30434782608695654,0.0,0.25,0.5555555555555556,0.25
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260925,session,0train,288,4,0.2916666666666667,0.2916666666666667,0.2638888888888889,0.2222222222222222,0.3888888888888889,0.2916666666666667
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260925,session,1test,288,4,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2222222222222222,0.4166666666666667,0.2361111111111111
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260926,artifact,False,553,4,0.26999079825166783,0.26763110307414106,0.2826086956521739,0.2642857142857143,0.5259259259259259,0.007142857142857143
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260926,artifact,True,23,4,0.2986111111111111,0.30434782608695654,0.0,0.75,0.4444444444444444,0.0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260926,session,0train,288,4,0.2638888888888889,0.2638888888888889,0.4027777777777778,0.2777777777777778,0.3611111111111111,0.013888888888888888
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260926,session,1test,288,4,0.2743055555555556,0.2743055555555556,0.1388888888888889,0.2777777777777778,0.6805555555555556,0.0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260924,artifact,False,543,4,0.6277325453578937,0.6279926335174953,0.5808823529411765,0.6304347826086957,0.44776119402985076,0.8518518518518519
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260924,artifact,True,33,4,0.6361111111111111,0.6363636363636364,0.5,0.6666666666666666,0.6,0.7777777777777778
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260924,session,0train,288,4,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.6111111111111112,0.5,0.8055555555555556
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260924,session,1test,288,4,0.6180555555555556,0.6180555555555556,0.5138888888888888,0.6527777777777778,0.4166666666666667,0.8888888888888888
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260925,artifact,False,543,4,0.5174001140221032,0.5156537753222836,0.49264705882352944,0.34057971014492755,0.9104477611940298,0.32592592592592595
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260925,artifact,True,33,4,0.5104166666666666,0.5454545454545454,0.375,0.3333333333333333,1.0,0.3333333333333333
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260925,session,0train,288,4,0.4930555555555555,0.4930555555555556,0.5138888888888888,0.3611111111111111,0.9166666666666666,0.18055555555555555
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260925,session,1test,288,4,0.5416666666666666,0.5416666666666666,0.4583333333333333,0.3194444444444444,0.9166666666666666,0.4722222222222222
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260926,artifact,False,543,4,0.4883936120053328,0.49171270718232046,0.5808823529411765,1.0,0.31343283582089554,0.05925925925925926
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260926,artifact,True,33,4,0.425,0.36363636363636365,0.5,1.0,0.2,0.0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260926,session,0train,288,4,0.4861111111111111,0.4861111111111111,0.6388888888888888,1.0,0.2916666666666667,0.013888888888888888
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260926,session,1test,288,4,0.4826388888888889,0.4826388888888889,0.5138888888888888,1.0,0.3194444444444444,0.09722222222222222
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260924,artifact,False,490,4,0.36883049674148516,0.373469387755102,0.024793388429752067,0.6774193548387096,0.5714285714285714,0.20168067226890757
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260924,artifact,True,86,4,0.35916666666666663,0.32558139534883723,0.0,0.65,0.6666666666666666,0.12
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260924,session,0train,288,4,0.3819444444444445,0.3819444444444444,0.027777777777777776,0.6111111111111112,0.6944444444444444,0.19444444444444445
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260924,session,1test,288,4,0.3506944444444445,0.3506944444444444,0.013888888888888888,0.7361111111111112,0.4722222222222222,0.18055555555555555
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260925,artifact,False,490,4,0.3861636741251197,0.38979591836734695,0.049586776859504134,0.8951612903225806,0.373015873015873,0.226890756302521
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260925,artifact,True,86,4,0.365,0.3372093023255814,0.0,0.8,0.5,0.16
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260925,session,0train,288,4,0.3541666666666667,0.3541666666666667,0.041666666666666664,0.8333333333333334,0.3472222222222222,0.19444444444444445
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260925,session,1test,288,4,0.4097222222222222,0.4097222222222222,0.041666666666666664,0.9305555555555556,0.4305555555555556,0.2361111111111111
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260926,artifact,False,490,4,0.34035495918797626,0.3408163265306122,0.0,0.3870967741935484,0.4365079365079365,0.5378151260504201
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260926,artifact,True,86,4,0.32472222222222225,0.313953488372093,0.0,0.55,0.3888888888888889,0.36
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260926,session,0train,288,4,0.3055555555555556,0.3055555555555556,0.0,0.2777777777777778,0.5,0.4444444444444444
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260926,session,1test,288,4,0.3680555555555555,0.3680555555555556,0.0,0.5416666666666666,0.3611111111111111,0.5694444444444444
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260924,artifact,False,538,4,0.24223727257073985,0.2379182156133829,0.5338345864661654,0.4351145038167939,0.0,0.0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260924,artifact,True,38,4,0.16783216783216784,0.21052631578947367,0.36363636363636365,0.3076923076923077,0.0,0.0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260924,session,0train,288,4,0.23958333333333331,0.23958333333333334,0.3888888888888889,0.5694444444444444,0.0,0.0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260924,session,1test,288,4,0.2326388888888889,0.2326388888888889,0.6527777777777778,0.2777777777777778,0.0,0.0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260925,artifact,False,538,4,0.23810480399471962,0.2342007434944238,0.6165413533834586,0.33587786259541985,0.0,0.0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260925,artifact,True,38,4,0.24300699300699302,0.2894736842105263,0.8181818181818182,0.15384615384615385,0.0,0.0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260925,session,0train,288,4,0.21875,0.21875,0.5,0.375,0.0,0.0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260925,session,1test,288,4,0.2569444444444444,0.2569444444444444,0.7638888888888888,0.2638888888888889,0.0,0.0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260926,artifact,False,538,4,0.25539880650847163,0.24907063197026022,0.06015037593984962,0.9541984732824428,0.007246376811594203,0.0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260926,artifact,True,38,4,0.2534965034965035,0.34210526315789475,0.09090909090909091,0.9230769230769231,0.0,0.0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260926,session,0train,288,4,0.2569444444444445,0.2569444444444444,0.05555555555555555,0.9583333333333334,0.013888888888888888,0.0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260926,session,1test,288,4,0.2534722222222222,0.2534722222222222,0.06944444444444445,0.9444444444444444,0.0,0.0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260924,artifact,False,434,4,0.31041693175889756,0.31105990783410137,0.07339449541284404,0.19642857142857142,0.27184466019417475,0.7
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260924,artifact,True,142,4,0.2698116289198606,0.2746478873239437,0.05714285714285714,0.15625,0.36585365853658536,0.5
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260924,session,0train,288,4,0.3125,0.3125,0.041666666666666664,0.1527777777777778,0.375,0.6805555555555556
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260924,session,1test,288,4,0.2916666666666667,0.2916666666666667,0.09722222222222222,0.2222222222222222,0.2222222222222222,0.625
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260925,artifact,False,434,4,0.31768453166589355,0.315668202764977,0.11926605504587157,0.23214285714285715,0.44660194174757284,0.4727272727272727
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260925,artifact,True,142,4,0.28667823836851813,0.29577464788732394,0.14285714285714285,0.1875,0.4634146341463415,0.35294117647058826
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260925,session,0train,288,4,0.3159722222222222,0.3159722222222222,0.125,0.2222222222222222,0.5,0.4166666666666667
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260925,session,1test,288,4,0.3055555555555556,0.3055555555555556,0.125,0.2222222222222222,0.4027777777777778,0.4722222222222222
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260926,artifact,False,434,4,0.26431992925796927,0.2626728110599078,0.01834862385321101,0.11607142857142858,0.3592233009708738,0.5636363636363636
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260926,artifact,True,142,4,0.242691893830703,0.2535211267605634,0.0,0.125,0.4634146341463415,0.38235294117647056
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260926,session,0train,288,4,0.2708333333333333,0.2708333333333333,0.0,0.08333333333333333,0.4444444444444444,0.5555555555555556
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260926,session,1test,288,4,0.25,0.25,0.027777777777777776,0.1527777777777778,0.3333333333333333,0.4861111111111111
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,7,20260924,artifact,False,548,4,0.3521674483115296,0.3521897810218978,0.6014492753623188,0.3851851851851852,0.18115942028985507,0.24087591240875914
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,7,20260924,artifact,True,28,4,0.39087301587301587,0.39285714285714285,0.5,0.4444444444444444,0.3333333333333333,0.2857142857142857
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,7,20260924,session,0train,288,4,0.3472222222222222,0.3472222222222222,0.5972222222222222,0.4305555555555556,0.19444444444444445,0.16666666666666666
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,7,20260924,session,1test,288,4,0.3611111111111111,0.3611111111111111,0.5972222222222222,0.3472222222222222,0.18055555555555555,0.3194444444444444
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,7,20260925,artifact,False,548,4,0.29556636928899704,0.2937956204379562,0.30434782608695654,0.6518518518518519,0.028985507246376812,0.19708029197080293
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,7,20260925,artifact,True,28,4,0.3968253968253968,0.42857142857142855,0.6666666666666666,0.7777777777777778,0.0,0.14285714285714285
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,7,20260925,session,0train,288,4,0.2673611111111111,0.2673611111111111,0.18055555555555555,0.6944444444444444,0.013888888888888888,0.18055555555555555
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,7,20260925,session,1test,288,4,0.3333333333333333,0.3333333333333333,0.4583333333333333,0.625,0.041666666666666664,0.20833333333333334
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,7,20260926,artifact,False,548,4,0.32778629946989196,0.3266423357664234,0.42028985507246375,0.5851851851851851,0.12318840579710146,0.18248175182481752
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,7,20260926,artifact,True,28,4,0.39087301587301587,0.42857142857142855,0.5,0.7777777777777778,0.0,0.2857142857142857
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,7,20260926,session,0train,288,4,0.3125,0.3125,0.2916666666666667,0.6805555555555556,0.1111111111111111,0.16666666666666666
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,7,20260926,session,1test,288,4,0.3506944444444444,0.3506944444444444,0.5555555555555556,0.5138888888888888,0.125,0.20833333333333334
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,8,20260924,artifact,False,535,4,0.6356046578454277,0.6355140186915887,0.49242424242424243,0.8507462686567164,0.6992481203007519,0.5
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,8,20260924,artifact,True,41,4,0.5566287878787879,0.5609756097560976,0.3333333333333333,0.7,0.8181818181818182,0.375
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,8,20260924,session,0train,288,4,0.6458333333333333,0.6458333333333334,0.5555555555555556,0.8194444444444444,0.7638888888888888,0.4444444444444444
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,8,20260924,session,1test,288,4,0.6145833333333334,0.6145833333333334,0.4027777777777778,0.8611111111111112,0.6527777777777778,0.5416666666666666
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,8,20260925,artifact,False,535,4,0.5333007872862778,0.5327102803738317,0.5909090909090909,0.9925373134328358,0.2556390977443609,0.29411764705882354
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,8,20260925,artifact,True,41,4,0.49053030303030304,0.5121951219512195,0.4166666666666667,1.0,0.5454545454545454,0.0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,8,20260925,session,0train,288,4,0.53125,0.53125,0.5972222222222222,0.9861111111111112,0.2777777777777778,0.2638888888888889
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,8,20260925,session,1test,288,4,0.53125,0.53125,0.5555555555555556,1.0,0.2777777777777778,0.2916666666666667
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,8,20260926,artifact,False,535,4,0.5610028843359096,0.5607476635514018,0.6515151515151515,0.9626865671641791,0.21804511278195488,0.4117647058823529
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,8,20260926,artifact,True,41,4,0.5365530303030304,0.5365853658536586,0.4166666666666667,0.9,0.45454545454545453,0.375
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,8,20260926,session,0train,288,4,0.545138888888889,0.5451388888888888,0.6111111111111112,1.0,0.20833333333333334,0.3611111111111111
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,8,20260926,session,1test,288,4,0.5729166666666666,0.5729166666666666,0.6527777777777778,0.9166666666666666,0.2638888888888889,0.4583333333333333
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,9,20260924,artifact,False,501,4,0.5042257578226857,0.5029940119760479,0.5932203389830508,0.359375,0.5923076923076923,0.472
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,9,20260924,artifact,True,75,4,0.47309680451127817,0.48,0.5,0.4375,0.42857142857142855,0.5263157894736842
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,9,20260924,session,0train,288,4,0.6041666666666666,0.6041666666666666,0.7777777777777778,0.4305555555555556,0.5694444444444444,0.6388888888888888
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,9,20260924,session,1test,288,4,0.39583333333333337,0.3958333333333333,0.375,0.3055555555555556,0.5833333333333334,0.3194444444444444
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,9,20260925,artifact,False,501,4,0.5452435829530639,0.5409181636726547,0.6864406779661016,0.3046875,0.45384615384615384,0.736
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,9,20260925,artifact,True,75,4,0.548564921920185,0.5733333333333334,0.6538461538461539,0.375,0.42857142857142855,0.7368421052631579
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,9,20260925,session,0train,288,4,0.6006944444444444,0.6006944444444444,0.8333333333333334,0.3888888888888889,0.4583333333333333,0.7222222222222222
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,9,20260925,session,1test,288,4,0.4895833333333333,0.4895833333333333,0.5277777777777778,0.2361111111111111,0.4444444444444444,0.75
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,9,20260926,artifact,False,501,4,0.5182787850391134,0.5109780439121756,0.6779661016949152,0.3046875,0.13846153846153847,0.952
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,9,20260926,artifact,True,75,4,0.503153918449971,0.5333333333333333,0.5384615384615384,0.3125,0.21428571428571427,0.9473684210526315
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,9,20260926,session,0train,288,4,0.545138888888889,0.5451388888888888,0.7361111111111112,0.375,0.1111111111111111,0.9583333333333334
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,9,20260926,session,1test,288,4,0.4826388888888889,0.4826388888888889,0.5694444444444444,0.2361111111111111,0.18055555555555555,0.9444444444444444
Q9-A001/PSD44_LDA,1,,artifact,False,554,4,0.42389628533832496,0.42418772563176893,0.6928571428571428,0.28776978417266186,0.6642335766423357,0.050724637681159424
Q9-A001/PSD44_LDA,1,,artifact,True,22,4,0.4720238095238095,0.45454545454545453,0.75,0.4,0.5714285714285714,0.16666666666666666
Q9-A001/PSD44_LDA,1,,session,0train,288,4,0.3784722222222222,0.3784722222222222,0.6388888888888888,0.2638888888888889,0.5416666666666666,0.06944444444444445
Q9-A001/PSD44_LDA,1,,session,1test,288,4,0.4722222222222222,0.4722222222222222,0.75,0.3194444444444444,0.7777777777777778,0.041666666666666664
Q9-A001/PSD44_LDA,2,,artifact,False,553,4,0.27541982976765583,0.2766726943942134,0.21014492753623187,0.5642857142857143,0.16296296296296298,0.16428571428571428
Q9-A001/PSD44_LDA,2,,artifact,True,23,4,0.2986111111111111,0.2608695652173913,0.3333333333333333,0.5,0.1111111111111111,0.25
Q9-A001/PSD44_LDA,2,,session,0train,288,4,0.3055555555555556,0.3055555555555556,0.375,0.4722222222222222,0.18055555555555555,0.19444444444444445
Q9-A001/PSD44_LDA,2,,session,1test,288,4,0.2465277777777778,0.2465277777777778,0.05555555555555555,0.6527777777777778,0.1388888888888889,0.1388888888888889
Q9-A001/PSD44_LDA,3,,artifact,False,543,4,0.40649118361022396,0.40515653775322286,0.22058823529411764,0.18840579710144928,0.291044776119403,0.9259259259259259
Q9-A001/PSD44_LDA,3,,artifact,True,33,4,0.42291666666666666,0.45454545454545453,0.125,0.16666666666666666,0.4,1.0
Q9-A001/PSD44_LDA,3,,session,0train,288,4,0.3888888888888889,0.3888888888888889,0.19444444444444445,0.125,0.25,0.9861111111111112
Q9-A001/PSD44_LDA,3,,session,1test,288,4,0.4270833333333333,0.4270833333333333,0.2361111111111111,0.25,0.3472222222222222,0.875
Q9-A001/PSD44_LDA,4,,artifact,False,490,4,0.37086364582267634,0.3693877551020408,0.33884297520661155,0.6693548387096774,0.06349206349206349,0.4117647058823529
Q9-A001/PSD44_LDA,4,,artifact,True,86,4,0.3577536231884058,0.3488372093023256,0.30434782608695654,0.8,0.16666666666666666,0.16
Q9-A001/PSD44_LDA,4,,session,0train,288,4,0.3576388888888889,0.3576388888888889,0.3611111111111111,0.625,0.08333333333333333,0.3611111111111111
Q9-A001/PSD44_LDA,4,,session,1test,288,4,0.375,0.375,0.3055555555555556,0.75,0.06944444444444445,0.375
Q9-A001/PSD44_LDA,5,,artifact,False,538,4,0.25391744379202236,0.25092936802973975,0.8721804511278195,0.11450381679389313,0.028985507246376812,0.0
Q9-A001/PSD44_LDA,5,,artifact,True,38,4,0.26573426573426573,0.3157894736842105,0.9090909090909091,0.15384615384615385,0.0,0.0
Q9-A001/PSD44_LDA,5,,session,0train,288,4,0.2534722222222222,0.2534722222222222,0.9305555555555556,0.06944444444444445,0.013888888888888888,0.0
Q9-A001/PSD44_LDA,5,,session,1test,288,4,0.2569444444444444,0.2569444444444444,0.8194444444444444,0.16666666666666666,0.041666666666666664,0.0
Q9-A001/PSD44_LDA,6,,artifact,False,434,4,0.2791669968269906,0.27880184331797236,0.05504587155963303,0.23214285714285715,0.32038834951456313,0.509090909090909
Q9-A001/PSD44_LDA,6,,artifact,True,142,4,0.27131648391063745,0.2746478873239437,0.08571428571428572,0.1875,0.34146341463414637,0.47058823529411764
Q9-A001/PSD44_LDA,6,,session,0train,288,4,0.2777777777777778,0.2777777777777778,0.041666666666666664,0.19444444444444445,0.3472222222222222,0.5277777777777778
Q9-A001/PSD44_LDA,6,,session,1test,288,4,0.2777777777777778,0.2777777777777778,0.08333333333333333,0.25,0.3055555555555556,0.4722222222222222
Q9-A001/PSD44_LDA,7,,artifact,False,548,4,0.3294298106421242,0.3284671532846715,0.38405797101449274,0.4666666666666667,0.021739130434782608,0.44525547445255476
Q9-A001/PSD44_LDA,7,,artifact,True,28,4,0.37103174603174605,0.39285714285714285,0.5,0.5555555555555556,0.0,0.42857142857142855
Q9-A001/PSD44_LDA,7,,session,0train,288,4,0.3472222222222222,0.3472222222222222,0.3472222222222222,0.5138888888888888,0.027777777777777776,0.5
Q9-A001/PSD44_LDA,7,,session,1test,288,4,0.3159722222222222,0.3159722222222222,0.4305555555555556,0.4305555555555556,0.013888888888888888,0.3888888888888889
Q9-A001/PSD44_LDA,8,,artifact,False,535,4,0.4554357449614138,0.45607476635514016,0.5075757575757576,0.6716417910447762,0.12781954887218044,0.5147058823529411
Q9-A001/PSD44_LDA,8,,artifact,True,41,4,0.43068181818181817,0.43902439024390244,0.5,0.7,0.2727272727272727,0.25
Q9-A001/PSD44_LDA,8,,session,0train,288,4,0.4340277777777778,0.4340277777777778,0.5138888888888888,0.625,0.125,0.4722222222222222
Q9-A001/PSD44_LDA,8,,session,1test,288,4,0.4756944444444444,0.4756944444444444,0.5,0.7222222222222222,0.1527777777777778,0.5277777777777778
Q9-A001/PSD44_LDA,9,,artifact,False,501,4,0.4596322930247718,0.4630738522954092,0.2627118644067797,0.328125,0.6076923076923076,0.64
Q9-A001/PSD44_LDA,9,,artifact,True,75,4,0.5704977588201272,0.52,0.23076923076923078,0.5625,0.8571428571428571,0.631578947368421
Q9-A001/PSD44_LDA,9,,session,0train,288,4,0.4513888888888889,0.4513888888888889,0.2361111111111111,0.3472222222222222,0.5,0.7222222222222222
Q9-A001/PSD44_LDA,9,,session,1test,288,4,0.4895833333333333,0.4895833333333333,0.2777777777777778,0.3611111111111111,0.7638888888888888,0.5555555555555556
Q9-A001/PSD44_LINEAR_SVM,1,,artifact,False,554,4,0.43990215996944476,0.4404332129963899,0.7714285714285715,0.26618705035971224,0.635036496350365,0.08695652173913043
Q9-A001/PSD44_LINEAR_SVM,1,,artifact,True,22,4,0.5845238095238096,0.5454545454545454,1.0,0.6,0.5714285714285714,0.16666666666666666
Q9-A001/PSD44_LINEAR_SVM,1,,session,0train,288,4,0.40625,0.40625,0.75,0.25,0.5277777777777778,0.09722222222222222
Q9-A001/PSD44_LINEAR_SVM,1,,session,1test,288,4,0.4826388888888889,0.4826388888888889,0.8055555555555556,0.3055555555555556,0.7361111111111112,0.08333333333333333
Q9-A001/PSD44_LINEAR_SVM,2,,artifact,False,553,4,0.2629514607775477,0.2640144665461121,0.3115942028985507,0.5357142857142857,0.1259259259259259,0.07857142857142857
Q9-A001/PSD44_LINEAR_SVM,2,,artifact,True,23,4,0.3263888888888889,0.30434782608695654,0.3333333333333333,0.5,0.2222222222222222,0.25
Q9-A001/PSD44_LINEAR_SVM,2,,session,0train,288,4,0.2673611111111111,0.2673611111111111,0.3472222222222222,0.5138888888888888,0.1111111111111111,0.09722222222222222
Q9-A001/PSD44_LINEAR_SVM,2,,session,1test,288,4,0.2638888888888889,0.2638888888888889,0.2777777777777778,0.5555555555555556,0.1527777777777778,0.06944444444444445
Q9-A001/PSD44_LINEAR_SVM,3,,artifact,False,543,4,0.4006786718581008,0.3996316758747698,0.25,0.21739130434782608,0.26865671641791045,0.8666666666666667
Q9-A001/PSD44_LINEAR_SVM,3,,artifact,True,33,4,0.5208333333333334,0.5454545454545454,0.25,0.3333333333333333,0.5,1.0
Q9-A001/PSD44_LINEAR_SVM,3,,session,0train,288,4,0.4027777777777778,0.4027777777777778,0.2222222222222222,0.1527777777777778,0.2638888888888889,0.9722222222222222
Q9-A001/PSD44_LINEAR_SVM,3,,session,1test,288,4,0.4131944444444445,0.4131944444444444,0.2777777777777778,0.2916666666666667,0.3055555555555556,0.7777777777777778
Q9-A001/PSD44_LINEAR_SVM,4,,artifact,False,490,4,0.37085648931215603,0.3693877551020408,0.4462809917355372,0.6048387096774194,0.07936507936507936,0.35294117647058826
Q9-A001/PSD44_LINEAR_SVM,4,,artifact,True,86,4,0.35536231884057967,0.3488372093023256,0.43478260869565216,0.7,0.16666666666666666,0.12
Q9-A001/PSD44_LINEAR_SVM,4,,session,0train,288,4,0.3611111111111111,0.3611111111111111,0.4722222222222222,0.5833333333333334,0.09722222222222222,0.2916666666666667
Q9-A001/PSD44_LINEAR_SVM,4,,session,1test,288,4,0.3715277777777778,0.3715277777777778,0.4166666666666667,0.6527777777777778,0.08333333333333333,0.3333333333333333
Q9-A001/PSD44_LINEAR_SVM,5,,artifact,False,538,4,0.2482029626006603,0.24535315985130113,0.8947368421052632,0.07633587786259542,0.021739130434782608,0.0
Q9-A001/PSD44_LINEAR_SVM,5,,artifact,True,38,4,0.26573426573426573,0.3157894736842105,0.9090909090909091,0.15384615384615385,0.0,0.0
Q9-A001/PSD44_LINEAR_SVM,5,,session,0train,288,4,0.2569444444444444,0.2569444444444444,0.9722222222222222,0.041666666666666664,0.013888888888888888,0.0
Q9-A001/PSD44_LINEAR_SVM,5,,session,1test,288,4,0.24305555555555555,0.24305555555555555,0.8194444444444444,0.125,0.027777777777777776,0.0
Q9-A001/PSD44_LINEAR_SVM,6,,artifact,False,434,4,0.2843618670898888,0.2834101382488479,0.03669724770642202,0.25,0.36893203883495146,0.4818181818181818
Q9-A001/PSD44_LINEAR_SVM,6,,artifact,True,142,4,0.27135587466693994,0.2746478873239437,0.14285714285714285,0.21875,0.34146341463414637,0.38235294117647056
Q9-A001/PSD44_LINEAR_SVM,6,,session,0train,288,4,0.2847222222222222,0.2847222222222222,0.05555555555555555,0.2361111111111111,0.375,0.4722222222222222
Q9-A001/PSD44_LINEAR_SVM,6,,session,1test,288,4,0.2777777777777778,0.2777777777777778,0.06944444444444445,0.25,0.3472222222222222,0.4444444444444444
Q9-A001/PSD44_LINEAR_SVM,7,,artifact,False,548,4,0.3058676257978067,0.30474452554744524,0.34057971014492755,0.4888888888888889,0.021739130434782608,0.3722627737226277
